Ldim_ID,Zebra_Prot_ID,Gene_Name,Identity,Length,Mism,Gap,qs,qe,ss,se,Evalue,Bitscore
g20867,lcl|NC_133192.1_prot_XP_009291328.1_63208,xpo1b,98.1,1071,20,0,1,1071,1,1071,0.0,2103.0
g21104,lcl|NC_133189.1_prot_XP_073778446.1_54397,LOC100537342,98.1,476,7,2,45,518,69,544,0.0,892.0
g9872,lcl|NC_133184.1_prot_NP_001003944.1_39150,actr3,98.1,418,8,0,1,418,1,418,1.19e-314,850.0
g5929,lcl|NC_133195.1_prot_NP_001038286.2_74121,ppp2r5cb,98.1,413,8,0,30,442,83,495,3.7e-298,817.0
g3525,lcl|NC_133180.1_prot_XP_700468.5_18048,ppp1cc,98.1,323,6,0,1,323,1,323,7.05e-243,660.0
g1909,lcl|NC_133199.1_prot_XP_009295861.1_86181,agap3,98.1,265,5,0,122,386,35,299,1.4e-171,503.0
g21348,lcl|NC_133189.1_prot_XP_005173302.1_53553,rab41,98.1,211,4,0,1,211,1,211,1.46e-145,405.0
g10115,lcl|NC_133199.1_prot_NP_957312.1_84154,ralaa,98.1,206,4,0,1,206,1,206,1.46e-138,387.0
g5692,lcl|NC_133195.1_prot_NP_001258746.1_72537,erh,98.1,104,2,0,1,104,1,104,8.310000000000001e-73,213.0
g8404,lcl|NC_133185.1_prot_NP_958866.1_41863,stt3a,98.0,705,14,0,1,705,1,705,0.0,1384.0
g20530,lcl|NC_133187.1_prot_NP_998045.1_47994,ppp2r2d,98.0,447,9,0,1,447,1,447,0.0,888.0
g20673,lcl|NC_133188.1_prot_XP_021336257.1_48869,actr2b,98.0,399,8,0,36,434,1,399,7.689999999999999e-290,787.0
g7304,lcl|NC_133185.1_prot_XP_005155690.2_40269,gnaz,98.0,355,7,0,1,355,1,355,4.3e-251,684.0
g12592,lcl|NC_133178.1_prot_XP_073800927.1_11210,kcnj19a,98.0,297,5,1,1,296,1,297,9.22e-211,587.0
g12813,lcl|NC_133178.1_prot_NP_001005986.1_9240,sgf29,98.0,249,5,0,42,290,1,249,9.97e-178,491.0
g16148,lcl|NC_133176.1_prot_XP_001345418.2_1664,cxxc4,98.0,249,5,0,1,249,41,289,3.75e-174,482.0
g18503,lcl|NC_133200.1_prot_NP_999862.1_87478,psma4,98.0,246,5,0,1,246,1,246,1.4199999999999998e-170,473.0
g10385,lcl|NC_133199.1_prot_NP_001038758.2_84855,ube2wb,98.0,151,3,0,1,151,1,151,3.63e-112,316.0
g4510,lcl|NC_133194.1_prot_NP_001410479.1_68944,rps18,98.0,152,3,0,1,152,1,152,1.94e-103,294.0
g8284,lcl|NC_133180.1_prot_XP_073805991.1_19929,ube2g1a,98.0,99,2,0,72,170,1,99,9.6e-70,207.0
g15500,lcl|NC_133186.1_prot_NP_001019600.2_43416,atp5f1b,97.9,517,11,0,1,517,1,517,0.0,971.0
g17479,lcl|NC_133177.1_prot_XP_073788454.1_8074,mau2,97.9,420,9,0,179,598,1,420,1.02e-300,823.0
g12580,lcl|NC_133178.1_prot_NP_001002652.1_9332,cacnb1,97.9,428,8,1,1,427,20,447,1.09e-290,800.0
g9139,lcl|NC_133196.1_prot_NP_001108589.1_77470,septin8a,97.9,419,9,0,1,419,1,419,6.9499999999999985e-267,729.0
g1579,lcl|NC_133177.1_prot_XP_009296783.1_5540,septin2,97.9,338,7,0,2,339,9,346,9.91e-241,658.0
g7846,lcl|NC_133192.1_prot_NP_955863.1_63918,eif2s1a,97.9,286,6,0,1,286,30,315,6.41e-191,527.0
g6423,lcl|NC_133196.1_prot_XP_073790349.1_74771,cdk9,97.9,243,5,0,151,393,1,243,3.43e-173,484.0
g1626,lcl|NC_133186.1_prot_NP_001001819.1_42822,rps15,97.9,145,3,0,1,145,1,145,2.3900000000000002e-96,275.0
g13086,lcl|NC_133178.1_prot_NP_001002544.1_8335,polr2f,97.9,94,2,0,34,127,34,127,5.17e-62,187.0
g11010,lcl|NC_133182.1_prot_NP_001002013.1_28833,copb1,97.8,951,21,0,1,951,1,951,0.0,1796.0
g16525,lcl|NC_133176.1_prot_XP_021333077.1_3445,tnpo2b,97.8,889,20,0,1,889,1,889,0.0,1732.0
g2890,lcl|NC_133180.1_prot_NP_958889.1_20844,vcp,97.8,806,18,0,1,806,1,806,0.0,1541.0
g9474,lcl|NC_133184.1_prot_XP_002663360.1_36100,si:ch73-390b10.2,97.8,455,10,0,1,455,1,455,3.42e-310,842.0
g16732,lcl|NC_133186.1_prot_NP_957372.1_45384,eif4a3,97.8,406,9,0,1,406,1,406,1.09e-288,783.0
g10333,lcl|NC_133199.1_prot_NP_001077025.1_85305,usp12a,97.8,357,7,1,1,357,16,371,1.95e-256,698.0
g10798,lcl|NC_133182.1_prot_NP_571646.1_29332,smad3a,97.8,230,5,0,1,230,196,425,9.88e-169,473.0
g12521,lcl|NC_133178.1_prot_NP_001307444.1_11091,tubg1,97.8,231,5,0,1,231,1,231,1.7e-162,460.0
g3674,lcl|NC_133180.1_prot_NP_001299846.1_21780,ppp2r1ba,97.8,362,8,0,1,362,1,362,2.74e-150,447.0
g4843,lcl|NC_133194.1_prot_NP_001003447.1_68862,rpl15,97.8,186,4,0,1,186,19,204,4.56e-134,375.0
g434,lcl|NC_133181.1_prot_NP_991129.1_25742,arl8ba,97.8,186,4,0,1,186,1,186,1.63e-132,370.0
g21340,lcl|NC_133189.1_prot_NP_001007400.1_53437,fgf13a,97.8,183,4,0,64,246,11,193,3.66e-128,362.0
g13711,lcl|NC_133199.1_prot_NP_958888.1_86335,arf2b,97.8,181,4,0,1,181,1,181,1.2e-127,357.0
g5391,lcl|NC_133194.1_prot_NP_001002139.1_70314,rpl11,97.8,178,4,0,1,178,1,178,2.6200000000000003e-125,351.0
g12854,lcl|NC_133178.1_prot_NP_956018.1_10368,rpl27,97.8,136,3,0,1,136,1,136,4.59e-92,264.0
g2686,lcl|NC_133183.1_prot_NP_998189.1_31849,dynll1,97.8,89,2,0,1,89,1,89,5.25e-60,179.0
g23066,lcl|NC_133186.1_prot_XP_073772017.1_44465,rpl22,97.8,91,2,0,36,126,1,91,7.340000000000001e-56,171.0
g649,lcl|NC_133183.1_prot_XP_073765929.1_31956,myl2b,97.8,92,1,1,1,92,30,120,4.2899999999999995e-55,171.0
g2208,lcl|NC_133199.1_prot_NP_957141.2_85734,cops9,97.8,45,1,0,12,56,1,45,5.29e-23,94.4
g9631,lcl|NC_133184.1_prot_XP_073768964.1_37706,sf3b1,97.7,1158,27,0,1,1158,4,1161,0.0,2026.0
g17238,lcl|NC_133181.1_prot_NP_775347.1_24838,actl6a,97.7,429,10,0,1,429,1,429,0.0,865.0
g17761,lcl|NC_133186.1_prot_XP_005172880.1_43057,tbl1xr1a,97.7,515,10,2,1,515,1,513,2.8e-316,862.0
g21533,lcl|NC_133185.1_prot_NP_958868.1_40426,etf1b,97.7,443,9,1,1,443,1,442,5.48e-312,845.0
g13965,lcl|NC_133178.1_prot_XP_021330428.1_11972,cyth3b,97.7,388,9,0,7,394,9,396,1.2099999999999999e-284,772.0
g19714,lcl|NC_133191.1_prot_XP_009290570.1_58980,kcnn3,97.7,385,9,0,375,759,1,385,2.2200000000000002e-257,723.0
g12718,lcl|NC_133178.1_prot_NP_571522.1_11805,pbx4,97.7,343,8,0,1,343,1,343,2.37e-226,620.0
g3712,lcl|NC_133190.1_prot_XP_073778708.1_54471,septin4b,97.7,309,7,0,20,328,142,450,1.08e-219,610.0
g15260,lcl|NC_133197.1_prot_NP_999925.1_79102,cnot9,97.7,298,6,1,1,297,1,298,3.5899999999999997e-205,563.0
g2707,lcl|NC_133185.1_prot_NP_571479.2_42006,pcna,97.7,260,6,0,1,260,1,260,1.9e-179,495.0
g2466,lcl|NC_133180.1_prot_XP_017211721.1_18479,cabp7a,97.7,215,5,0,1,215,1,215,1.3e-150,418.0
g19150,lcl|NC_133191.1_prot_NP_001013540.1_61169,lim2.5,97.7,173,4,0,2,174,1,173,2.65e-125,351.0
g671,lcl|NC_133181.1_prot_NP_998377.1_22884,myl9b,97.7,172,4,0,1,172,1,172,5.54e-120,337.0
g12557,lcl|NC_133194.1_prot_XP_002664757.2_68053,fbxl20,97.7,436,10,0,1,436,1,436,2.39e-101,310.0
g16661,lcl|NC_133178.1_prot_NP_997927.1_10186,rps15a,97.7,130,3,0,19,148,1,130,1.76e-91,263.0
g14474,lcl|NC_133185.1_prot_NP_001036788.1_42257,h2az2b,97.7,128,3,0,1,128,1,128,1.46e-82,239.0
g12482,lcl|NC_133178.1_prot_XP_009297740.4_10227,usp7,97.6,1075,26,0,34,1108,49,1123,0.0,2150.0
g16020,lcl|NC_133176.1_prot_NP_001002542.1_797,camk2d2,97.6,491,12,0,1,491,1,491,0.0,972.0
g160209,lcl|NC_133176.1_prot_XP_005159893.1_789,camk2d2,97.6,490,12,0,1,490,1,490,0.0,970.0
g20688,lcl|NC_133176.1_prot_NP_001017795.1_1896,eef1a1b,97.6,462,11,0,1,462,1,462,0.0,904.0
g20676,lcl|NC_133188.1_prot_XP_073775304.1_48864,meis1b,97.6,370,9,0,1,370,1,370,2.02e-268,734.0
g14234,lcl|NC_133178.1_prot_NP_957424.1_9633,spop,97.6,374,9,0,1,374,1,374,6.810000000000001e-269,731.0
g12877,lcl|NC_133178.1_prot_NP_999976.1_10439,ppp1caa,97.6,332,7,1,1,332,1,331,7.390000000000001e-247,671.0
g10363,lcl|NC_133199.1_prot_NP_957019.1_85395,cops5,97.6,334,8,0,1,334,1,334,1.94e-241,658.0
g1436,lcl|NC_133177.1_prot_NP_958862.1_5468,rab2a,97.6,212,5,0,1,212,1,212,2.34e-147,410.0
g15990,lcl|NC_133176.1_prot_NP_957414.2_838,chic2,97.6,170,4,0,1,170,1,170,2.75e-114,323.0
g11110,lcl|NC_133182.1_prot_NP_001017874.1_29666,cnep1r1,97.6,125,3,0,1,125,1,125,5.35e-88,253.0
g12424,lcl|NC_133178.1_prot_NP_956680.1_9135,elof1,97.6,83,2,0,1,83,1,83,1.6300000000000002e-58,175.0
g8789,lcl|NC_133185.1_prot_NP_997792.1_40778,ufm1,97.6,84,2,0,1,84,1,84,3.67e-53,162.0
g17995,lcl|NC_133193.1_prot_NP_998668.1_65916,sf3b3,97.5,1217,30,0,1,1217,1,1217,0.0,2393.0
g6662,lcl|NC_133196.1_prot_XP_073791126.1_75201,grin1a,97.5,880,22,0,1,880,1,880,0.0,1712.0
g10686,lcl|NC_133182.1_prot_NP_001020688.2_30082,vps35,97.5,798,18,1,1,798,36,831,0.0,1521.0
g9019,lcl|NC_133196.1_prot_XP_073790425.1_76041,gria4b,97.5,682,17,0,172,853,1,682,0.0,1347.0
g206425,lcl|NC_133188.1_prot_XP_021336500.1_49953,camk2g2,97.5,481,12,0,1,481,1,481,0.0,955.0
g20642,lcl|NC_133188.1_prot_XP_021336501.1_49956,camk2g2,97.5,478,12,0,1,478,1,478,0.0,949.0
g3955,lcl|NC_133193.1_prot_XP_068070846.1_67266,ap2m1b,97.5,434,11,0,1,434,1,434,9.41e-311,842.0
g19541,lcl|NC_133191.1_prot_XP_005157903.1_57842,cyth2,97.5,400,10,0,1,400,17,416,1.93e-292,793.0
g14227,lcl|NC_133187.1_prot_NP_001003740.1_46207,psmc5,97.5,406,10,0,1,406,1,406,4.54e-281,764.0
g6754,lcl|NC_133185.1_prot_NP_956525.1_42121,wdr45,97.5,358,9,0,1,358,1,358,1.21e-263,716.0
g22369,lcl|NC_133198.1_prot_NP_998681.1_83205,rnf41,97.5,318,8,0,1,318,1,318,2e-235,641.0
g7688,lcl|NC_133195.1_prot_NP_001002566.1_73712,rab10,97.5,201,5,0,1,201,1,201,3.63e-141,393.0
g21450,lcl|NC_133176.1_prot_NP_001008611.1_1485,ube2kb,97.5,200,5,0,1,200,1,200,6.51e-139,387.0
g6974,lcl|NC_133180.1_prot_NP_998202.1_17948,rnf185,97.5,162,4,0,32,193,33,194,1.02e-116,331.0
g11835,lcl|NC_133179.1_prot_NP_001002526.1_14319,atp6v1f,97.5,119,3,0,1,119,1,119,5.9200000000000005e-80,232.0
g17955,lcl|NC_133200.1_prot_NP_955898.1_87955,map1lc3b,97.5,120,3,0,1,120,1,120,4.15e-78,228.0
g20736,lcl|NC_133184.1_prot_XP_073768125.1_38644,nckap1,97.4,1028,27,0,107,1134,1,1028,0.0,1983.0
g206420,lcl|NC_133188.1_prot_XP_073776974.1_49935,camk2g2,97.4,492,13,0,1,492,1,492,0.0,971.0
g18762,lcl|NC_133193.1_prot_NP_001002177.1_65391,impdh1a,97.4,509,12,1,80,587,1,509,0.0,967.0
g14169,lcl|NC_133187.1_prot_XP_068080609.1_47437,tcf7l2,97.4,424,11,0,1,424,1,424,5.32e-298,815.0
g19508,lcl|NC_133191.1_prot_NP_001025127.1_58378,u2af2a,97.4,386,9,1,86,470,80,465,2.28e-273,750.0
g22293,lcl|NC_133198.1_prot_NP_001373433.1_81736,gid8b,97.4,195,5,0,1,195,35,229,4.4e-131,369.0
g6860,lcl|NC_133196.1_prot_NP_001315343.1_74824,olfm1b,97.4,152,4,0,1,152,1,152,3.93e-92,277.0
g17909,lcl|NC_133200.1_prot_NP_991286.1_89516,gabarapl2,97.4,117,3,0,1,117,1,117,2.48e-80,233.0
g1131,lcl|NC_133180.1_prot_NP_001019571.1_21909,polr2j,97.4,117,3,0,1,117,1,117,2.08e-79,230.0
g14614,lcl|NC_133182.1_prot_NP_957416.1_30836,rpl34,97.4,117,3,0,1,117,1,117,5.52e-75,219.0
g7665,lcl|NC_133195.1_prot_NP_001038256.1_72483,cd164,97.4,39,1,0,156,194,129,167,7.94e-19,81.3
g21352,lcl|NC_133189.1_prot_XP_073778153.1_53494,dlg3,97.3,730,16,1,122,847,115,844,0.0,1405.0
g9016,lcl|NC_133196.1_prot_XP_073791425.1_76056,cul5b,97.3,485,13,0,296,780,1,485,0.0,920.0
g19171,lcl|NC_133191.1_prot_NP_956044.2_60601,psmc4,97.3,413,11,0,5,417,6,418,1.72e-284,774.0
g5741,lcl|NC_133192.1_prot_NP_001025388.2_62231,snx6,97.3,407,11,0,1,407,1,407,5.98e-282,766.0
g17617,lcl|NC_133195.1_prot_NP_001231910.1_71704,usp46,97.3,370,9,1,1,369,1,370,1.08e-265,722.0
g12348,lcl|NC_133178.1_prot_NP_999847.1_12028,cyth1a,97.3,337,9,0,1,337,62,398,1.41e-248,679.0
g8638,lcl|NC_133189.1_prot_NP_775354.1_53476,slc25a5,97.3,298,8,0,1,298,1,298,1.27e-212,582.0
g11138,lcl|NC_133193.1_prot_NP_001002537.1_64935,parp6a,97.3,182,5,0,1,182,1,182,1.22e-120,358.0
g18747,lcl|NC_133200.1_prot_NP_001003744.1_89236,kras,97.3,188,5,0,1,188,1,188,3.95e-125,352.0
g19532,lcl|NC_133191.1_prot_NP_957146.1_59742,rps9,97.3,183,5,0,1,183,1,183,1.2e-122,346.0
g21791,lcl|NC_133189.1_prot_NP_957253.1_52260,ube2d2,97.3,147,4,0,1,147,1,147,7.12e-108,305.0
g14615,lcl|NC_133182.1_prot_NP_956563.1_30804,ostc,97.3,149,4,0,1,149,1,149,7.35e-102,290.0
g8000,lcl|NC_133179.1_prot_NP_001289672.1_12577,ost4,97.3,37,1,0,62,98,1,37,2.25e-16,68.2
g21929,lcl|NC_133189.1_prot_NP_957284.1_52477,hdac3,97.2,428,12,0,1,428,1,428,0.0,875.0
g15203,lcl|NC_133184.1_prot_NP_001315071.1_38451,pcbp3,97.2,352,8,1,1,352,1,350,1.79e-241,659.0
g10314,lcl|NC_133199.1_prot_XP_701359.6_85247,kpna1,97.2,538,15,0,1,538,59,596,2.64e-222,629.0
g10198,lcl|NC_133199.1_prot_NP_996961.1_84773,fam49bb,97.2,325,9,0,1,325,1,325,1.97e-225,617.0
g21350,lcl|NC_133189.1_prot_NP_998122.1_53550,pdzd11,97.2,142,4,0,1,142,1,142,3.57e-101,287.0
g276,lcl|NC_133181.1_prot_NP_957440.1_26530,rps10,97.2,144,4,0,1,144,1,144,7.220000000000002e-97,278.0
g18001,lcl|NC_133193.1_prot_XP_073785126.1_65906,cbln1,97.2,106,3,0,86,191,39,144,2.38e-71,214.0
g21167,lcl|NC_133189.1_prot_NP_001002078.1_53565,rpl39,97.2,36,1,0,1,36,1,36,2.49e-18,72.8
g7164,lcl|NC_133196.1_prot_NP_001070823.1_74697,atp5fa1,97.1,551,16,0,1,551,1,551,0.0,1030.0
g16562,lcl|NC_133186.1_prot_NP_001349250.1_45391,ldb1b,97.1,412,11,1,1,412,1,411,1.4699999999999998e-282,768.0
g14281,lcl|NC_133187.1_prot_NP_571796.1_45650,mapk8b,97.1,384,11,0,1,384,1,384,2.61e-278,755.0
g9575,lcl|NC_133176.1_prot_NP_958477.2_2839,kpna3,97.1,521,14,1,1,521,1,520,5.66e-261,723.0
g16210,lcl|NC_133176.1_prot_NP_997972.1_2171,pou4f2,97.1,385,7,4,1,382,1,384,2.1e-217,601.0
g15789,lcl|NC_133181.1_prot_NP_001123295.1_24016,psmb3,97.1,205,6,0,1,205,1,205,3.77e-145,404.0
g16691,lcl|NC_133186.1_prot_NP_001007776.2_43232,ptp4a1,97.1,173,5,0,1,173,1,173,2.9800000000000004e-124,348.0
g19200,lcl|NC_133191.1_prot_XP_073780797.1_61048,rab11al,97.1,170,5,0,1,170,1,170,1.12e-113,327.0
g14245,lcl|NC_133187.1_prot_NP_001004668.1_46421,mylpfb,97.1,170,4,1,1,170,1,169,1.31e-112,318.0
g17269,lcl|NC_133197.1_prot_NP_001041471.1_78959,lsm7,97.1,103,3,0,1,103,1,103,1.4499999999999998e-68,202.0
g4935,lcl|NC_133194.1_prot_NP_955887.1_70077,sem1,97.1,70,2,0,1,70,1,70,2.04e-44,138.0
g4884,lcl|NC_133194.1_prot_NP_997744.2_69945,col9a2,97.1,172,5,0,518,689,518,689,9.39e-14,77.0
g19752,lcl|NC_133191.1_prot_NP_001410875.1_57618,grik2,97.0,890,27,0,20,909,19,908,0.0,1741.0
g4932,lcl|NC_133194.1_prot_NP_001289151.1_70082,ago2,97.0,867,25,1,5,870,7,873,0.0,1713.0
g160205,lcl|NC_133176.1_prot_XP_073794877.1_798,camk2d2,97.0,498,15,0,1,498,1,498,0.0,979.0
g160207,lcl|NC_133176.1_prot_XP_073794913.1_790,camk2d2,97.0,497,15,0,1,497,1,497,0.0,977.0
g206428,lcl|NC_133188.1_prot_XP_021336498.1_49932,camk2g2,97.0,499,14,1,1,498,1,499,0.0,975.0
g10545,lcl|NC_133199.1_prot_XP_073797370.1_86887,wwp1,97.0,508,15,0,455,962,1,508,0.0,944.0
g20295,lcl|NC_133187.1_prot_XP_005156289.1_47058,fbxo11b,97.0,843,24,1,39,880,1,843,2.82e-282,804.0
g20992,lcl|NC_133188.1_prot_NP_998483.1_48795,ppp2r5d,97.0,394,12,0,63,456,54,447,2.7599999999999998e-278,767.0
g6461,lcl|NC_133196.1_prot_XP_005161203.2_75602,smarcb1b,97.0,366,11,0,3,368,1,366,6.28e-266,723.0
g14099,lcl|NC_133192.1_prot_XP_068070549.1_62176,ctbp2a,97.0,365,10,1,25,389,16,379,2e-258,708.0
g9468,lcl|NC_133176.1_prot_XP_073801367.1_2921,gsk3bb,97.0,303,9,0,1,303,1,303,4.98e-218,601.0
g3206,lcl|NC_133183.1_prot_XP_073765904.1_33918,pbx3b,97.0,302,9,0,92,393,1,302,1.32e-196,546.0
g16219,lcl|NC_133176.1_prot_NP_956353.1_1558,rps3a,97.0,267,7,1,1,266,1,267,5.64e-182,502.0
g197844,lcl|NC_133191.1_prot_XP_073782770.1_60855,rims2a,97.0,231,7,0,49,279,1070,1300,4.98e-143,435.0
g22642,lcl|NC_133198.1_prot_XP_073795173.1_82599,cacnb3b,97.0,230,7,0,161,390,14,243,2.86e-150,426.0
g5239,lcl|NC_133190.1_prot_NP_775339.1_57082,rps5,97.0,201,6,0,3,203,4,204,4.21e-139,388.0
g10971,lcl|NC_133182.1_prot_NP_001004672.1_29172,lin7c,97.0,200,6,0,1,200,1,200,7.549999999999998e-134,375.0
g10494,lcl|NC_133199.1_prot_NP_001098602.1_84933,pabpn1,97.0,164,5,0,1,164,57,220,1.33e-109,316.0
g9618,lcl|NC_133184.1_prot_NP_001073151.2_37365,armc8,96.9,673,21,0,1,673,1,673,0.0,1266.0
g160206,lcl|NC_133176.1_prot_XP_009304944.1_801,camk2d2,96.9,511,16,0,1,511,1,511,0.0,1000.0
g160200,lcl|NC_133176.1_prot_XP_017209573.1_793,camk2d2,96.9,510,16,0,1,510,1,510,0.0,998.0
g8281,lcl|NC_133180.1_prot_NP_777285.1_19922,ruvbl2,96.9,459,14,0,1,459,5,463,3.99e-312,847.0
g6770,lcl|NC_133185.1_prot_XP_073769706.1_40343,atp6v1b2,96.9,384,12,0,134,517,1,384,2.06e-275,754.0
g5554,lcl|NC_133188.1_prot_XP_017214204.1_51176,ppp2r5eb,96.9,391,12,0,87,477,1,391,1.04e-271,743.0
g13297,lcl|NC_133194.1_prot_NP_571598.1_68091,stx1b,96.9,288,9,0,1,288,1,288,2.17e-183,507.0
g877,lcl|NC_133181.1_prot_NP_998670.1_25708,emc3,96.9,261,8,0,1,261,1,261,7.47e-182,501.0
g6854,lcl|NC_133196.1_prot_NP_955862.2_74540,nsa2,96.9,260,8,0,1,260,1,260,1.23e-175,485.0
g5075,lcl|NC_133194.1_prot_NP_956884.1_70410,vps28,96.9,223,7,0,1,223,1,223,9.11e-155,429.0
g16399,lcl|NC_133178.1_prot_NP_001002061.1_10348,rac2,96.9,192,6,0,1,192,1,192,3.39e-137,382.0
g22567,lcl|NC_133183.1_prot_NP_001002445.1_33617,rhocb,96.9,193,6,0,1,193,1,193,5e-135,377.0
g23015,lcl|NC_133183.1_prot_NP_997914.2_33507,rhoab,96.9,193,6,0,1,193,1,193,7.099999999999999e-135,377.0
g7800,lcl|NC_133195.1_prot_NP_957458.1_72426,hpcal1,96.9,193,6,0,1,193,1,193,5e-135,377.0
g9584,lcl|NC_133184.1_prot_NP_998413.1_37079,arl4cb,96.9,192,6,0,1,192,1,192,4.44e-133,372.0
g1136,lcl|NC_133181.1_prot_NP_991230.1_26671,snrpb,96.9,223,6,1,1,222,17,239,2.31e-103,300.0
g13962,lcl|NC_133187.1_prot_NP_955829.1_46231,snu13b,96.9,128,4,0,1,128,1,128,3.58e-83,241.0
g6573,lcl|NC_133196.1_prot_NP_956054.1_75416,snrpd3l,96.9,128,3,1,1,127,1,128,1.26e-60,184.0
g13617,lcl|NC_133178.1_prot_NP_955945.2_12254,srsf2b,96.9,98,3,0,1,98,1,98,8.380000000000002e-57,181.0
g17404,lcl|NC_133177.1_prot_XP_073782274.1_5826,glis1a,96.9,32,1,0,35,66,19,50,1.11e-13,73.2
g18732,lcl|NC_133193.1_prot_XP_021323450.1_65691,polr3b,96.8,1130,36,0,3,1132,1,1130,0.0,2209.0
g4080,lcl|NC_133190.1_prot_NP_001314988.1_55426,cul5a,96.8,780,25,0,1,780,1,780,0.0,1493.0
g10055,lcl|NC_133177.1_prot_NP_955953.2_7581,cul1a,96.8,777,24,1,1,776,1,777,0.0,1462.0
g8312,lcl|NC_133185.1_prot_NP_001103873.1_41244,hspa8,96.8,650,20,1,81,730,1,649,0.0,1186.0
g11814,lcl|NC_133179.1_prot_NP_998268.1_12573,rtcb,96.8,505,16,0,1,505,1,505,0.0,992.0
g12702,lcl|NC_133178.1_prot_NP_997882.1_11854,olfm2a,96.8,435,14,0,49,483,10,444,2.35e-317,861.0
g19428,lcl|NC_133191.1_prot_NP_571261.1_61008,nr2f5,96.8,404,12,1,1,404,1,403,1.97e-292,793.0
g17315,lcl|NC_133183.1_prot_XP_073765205.1_32542,elavl4,96.8,410,11,1,1,410,1,408,6.84e-289,784.0
g1690,lcl|NC_133177.1_prot_XP_073788228.1_7913,btbd2b,96.8,377,12,0,187,563,1,377,2.61e-270,744.0
g2695,lcl|NC_133183.1_prot_XP_005172514.1_32003,zgc:63587,96.8,345,10,1,1,344,1,345,8.459999999999999e-239,652.0
g7305,lcl|NC_133185.1_prot_XP_073770061.1_40274,sppl3,96.8,345,11,0,39,383,1,345,4.04e-238,652.0
g3471,lcl|NC_133185.1_prot_NP_998458.1_39743,ppp2cb,96.8,309,10,0,1,309,1,309,3.88e-233,635.0
g9536,lcl|NC_133184.1_prot_NP_001003732.1_36115,fhl2a,96.8,279,9,0,1,279,1,279,7.17e-232,629.0
g3610,lcl|NC_133185.1_prot_NP_001002415.1_41298,vps26bl,96.8,317,10,0,1,317,1,317,5.46e-226,619.0
g2986,lcl|NC_133180.1_prot_NP_956208.1_22567,mob1a,96.8,216,7,0,1,216,1,216,7.88e-157,434.0
g21782,lcl|NC_133189.1_prot_NP_998151.1_53387,hprt1,96.8,218,7,0,1,218,1,218,5.1e-154,427.0
g5142,lcl|NC_133194.1_prot_NP_957105.1_67782,cfap20,96.8,189,6,0,1,189,1,189,5.859999999999998e-134,374.0
g11757,lcl|NC_133179.1_prot_NP_957003.1_14533,lin7a,96.8,218,6,1,1,217,1,218,1.78e-131,370.0
g20130,lcl|NC_133191.1_prot_XP_073781368.1_61417,cdk14,96.8,188,6,0,1,188,48,235,3.42e-116,343.0
g8710,lcl|NC_133196.1_prot_NP_001001593.1_76411,rpl23a,96.8,155,5,0,16,170,1,155,6.8e-98,281.0
g3885,lcl|NC_133190.1_prot_NP_001181907.1_55445,cltcb,96.7,1659,55,0,1,1659,1,1659,0.0,3204.0
g16111,lcl|NC_133182.1_prot_XP_068078262.1_31356,dhx15,96.7,694,23,0,71,764,56,749,0.0,1328.0
g7129,lcl|NC_133196.1_prot_XP_021324684.1_75020,hcn1,96.7,571,17,1,1,569,1,571,0.0,1049.0
g22469,lcl|NC_133183.1_prot_NP_001018867.1_32053,wdr13,96.7,482,16,0,1,482,1,482,0.0,900.0
g13796,lcl|NC_133187.1_prot_NP_955979.1_45618,cops3,96.7,423,14,0,1,423,1,423,1.7799999999999999e-298,810.0
g8077,lcl|NC_133195.1_prot_NP_001003832.1_71267,psmc6,96.7,389,13,0,2,390,1,389,1.44e-271,739.0
g5412,lcl|NC_133194.1_prot_NP_001349550.1_69200,eif3eb,96.7,368,12,0,1,368,1,368,1.49e-260,713.0
g6462,lcl|NC_133180.1_prot_NP_001019566.1_21834,derl2,96.7,239,8,0,1,239,1,239,2.24e-172,475.0
g1835,lcl|NC_133181.1_prot_XP_073809398.1_22942,pbx1b,96.7,242,8,0,104,345,1,242,3.79e-153,431.0
g13584,lcl|NC_133187.1_prot_NP_997860.1_45592,kdelr2b,96.7,212,7,0,1,212,1,212,5.51e-146,406.0
g3861,lcl|NC_133193.1_prot_NP_001001729.1_67506,rap2b,96.7,183,5,1,1,183,1,182,3.5600000000000004e-123,346.0
g9838,lcl|NC_133184.1_prot_NP_956387.1_38331,ormdl1,96.7,153,5,0,1,153,1,153,2.26e-107,304.0
g11601,lcl|NC_133193.1_prot_NP_001007360.1_65974,rab11a,96.7,150,5,0,1,150,1,150,1.4e-100,291.0
g17788,lcl|NC_133181.1_prot_NP_001070782.1_24500,dr1,96.7,120,4,0,1,120,1,120,1.83e-76,228.0
g10008,lcl|NC_133187.1_prot_NP_001093908.1_46343,lsm5,96.7,91,3,0,3,93,1,91,7.7200000000000015e-59,176.0
g5651,lcl|NC_133188.1_prot_NP_001161758.1_51062,actn1,96.6,884,30,0,10,893,19,902,0.0,1703.0
g5835,lcl|NC_133192.1_prot_XP_005158974.1_64630,fermt2,96.6,677,23,0,1,677,1,677,0.0,1335.0
g14695,lcl|NC_133176.1_prot_XP_073777150.1_844,rbpja,96.6,407,14,0,23,429,1,407,5.04e-296,808.0
